"id","dtCreated","name","shortName","description","shortDescription"
266,2019-06-14,"UMaine Migration Ecology","UMaine Migration","Our current focus is to identify fall departure dates for Rusty Blackbird and Bicknell's Thrush. We hope to gain information about migration pathways and over winter locations as well.","My lab is investigating migration ecology of Rusty Blackbird and Bicknell's Thrush. In the future, additional species may be added to our study. "
267,2019-06-15,"Purple Martin McGill ","PUMA McGill ","As part of a MSc research project at McGill University (co-supervisors: Kyle Elliott and Kevin Fraser (University of Manitoba)), Purple Martin fledglings will be tagged to gather data on post fledgling period for multiple colonies in southern Quebec","Tagging Purple Martin fledglings in southern Quebec"
268,2019-06-17,"Chimney Swift Roost Networks","Swift roosts","Chimney Swift roosts are a limiting habitat factor - they are few and far between.  We will be MOTUS tagging swifts to understand how they use roosts throughout the breeding season.  By identifying roosts with high traffic (nodes in a network) we can better focus conservation efforts.","We seek to understand how Chimney Swifts use roosts at a large spatial scale (southern NS)."
269,2019-06-18,"Selva -  GHTH - Colombia - Andes","SELVA_GCTH_Andes","These tags were deployed in the central chain of the Andes","Gray-cheeked Thrush tagged in Central Colombia"
270,2019-06-18,"Selva - Swainson's Thrush - Colombia","SWTH","","All SWTHs from Selva Colombia"
271,2019-06-18,"American Kestrel Relocation ","AMKE RELO","American Kestrels are frequently struck by aircraft.  Kestrels are trapped and relocated from airports to protect the birds and increase safety at airports.  More work is needed to understand how these birds respond to being relocated. ","American Kestrels are relocated from area airports."
273,2019-06-19,"Collaborative Western Canada Array","CanWest","Western array managed by Birds Canada with Environment and Climate Change Canada.","Western array managed by Birds Canada with Environment and Climate Change Canada."
274,2019-06-24,"Michigan Upper Peninsula","Michigan -UP","Regional array on the Upper Peninsula of Michigan. ","Regional array on the Upper Peninsula of Michigan led by the Cooper Country Audubon. "
275,2019-06-27,"School District of Indian River County, FL","Indian River County","","Receiving station on Vero Beach High School"
276,2019-06-28,"North Atlantic Population Canada Goose","NAP CAGO","We propose to conduct a study using nanotag technology to assess current migration patterns, wintering terminus points, and if possible, adult survival rates.  We will use the existing network of towers, and erect new stations in areas where we have some gaps in order to obtain information on contemporary migration patterns and to annually estimate adult survival rates.

As a pilot feasibility study, we plan to trap geese on Prince Edward Island during the spring migration and equip a subset (100) birds with nanotags (Lotek NTQB-6-2; 2 years life span) to determine detection on geese in subsequent seasons. Spring banding on PEI had previously been an operational program, but due to an inability to capture and band hatch year geese, safety concerns over rocket charges, and difficulties in banding adequate numbers of geese (estimated at 600-700 AHY annually), this was abandoned in favor of a breeding ground banding effort.  Many of the fields that had previously be used held geese in spring 2018, so the expectation is that we will be able to reinstitute banding programs in those areas moving forward.

We will leg band and deploy nanotags on all geese captured.  Radios will be attached to geese using a standard Teflon® harness.  By continuing this program over multiple years, we hope to be able to obtain data on migration timing and routes for up to 7 years, and a time series of mark-recapture information for survival rate estimation of a similar duration.  By marking birds with both leg bands and nanotag technology, we will be able to maximize the information return on our investment.  Our intent is to conduct traditional band return analyses in conjunction with the estimates of survival derived from the nanotags.  This would enable us utilize our sample of banded and telemetered NAP geese most effectively.  

If satisfied with the detection rates after the first year of banding on PEI, we expect to transition to the breeding grounds and annually capture both adult flocks and brood flocks in Labrador and Newfoundland, as well as potentially continuing the spring banding in PEI.  As a hedge, we anticipate deploying a limited number of GSM/GPS units on adults as a test against the nanotag deployments and to get more complete life histories on breeding geese in Labrador and Newfoundland. In this case, sample sizes are considerably reduced from that required when relying solely on leg banded birds to provide survival and harvest rate information.","Assessment of harvest rates, and timing of arrival and duration of stay for south-migrating North Atlantic Population Canada geese."
277,2019-06-29,"Hubbard Brook BTBW","HBEF BTBW","Tagging Black-throated blue warblers at Hubbard Brook Experimental Forest","Tagging Black-throated blue warblers at Hubbard Brook Experimental Forest"
278,2019-07-03,"Piping Plover Migratory Behavior","Plover Migration","South Point Ocracoke is a globally important stopover location for southbound piping plovers on the Atlantic Coast, although little is know about how their stopover behavior is related to the rest of their migration strategies. This project aims to understand migration strategies of plovers after they depart from South Point to other migratory or overwintering locations.","Identify migratory locations of plovers"
279,2019-07-15,"Lund Migration Research","Lund Migration","","Research on physiological mechanisms of (partial) migration. We use different species that bred or stopover in southern Sweden.  "
280,2019-07-16,"BC Interior Thrushes","thrushes","Investigation migratory tendencies of SWTH in a sub-species hybrid zone in the Interior of British Columbia.","Investigation migratory tendencies of SWTH in a sub-species hybrid zone in the Interior of British Columbia."
281,2019-07-19,"Great Plains Chihuahuan Desert Motus","GPCDMotus","Collaborators are studying a variety of avian species throughout the Great Plains and Chihuahuan Desert, from Mexico to Canada.  This effort aims to develop a functional Motus network in the region that will allow researchers to better understand migratory behavior of grassland species.  ","A collaborative effort to expand the Motus network throughout the Great Plains and Chihuahuan Desert region."
282,2019-07-22,"Project Meadowlark","EAME","","Exploring meadowlark migratory connectivity through the Virginia Working Landscapes landowner network"
283,2019-07-31,"TRACKBIRD - Autumn songbird migration 2019","Autumn 2019","","Songbirds tagged at the coast of Schleswig-Holstein (Germany) during autumn 2019 "
284,2019-07-31,"Hastings Motus","CNC","Motus tower on the Minnesota campus of Carpenter Nature Center.","Motus tower on the Minnesota campus of Carpenter Nature Center."
285,2019-08-02,"CONI annual survivorship in coastal Louisiana","CONI-surv-LA","Common Nighthawks (CONI) nest in large numbers in coastal Louisiana, but we know very little about their demography in the region. I am deploying tags to see which birds survive to next spring. This data will be used in conjunction with our nest monitoring and chick survivorship data.","Tracking annual survivorship of Common Nighthawks nesting along the coast of Louisiana."
286,2019-08-15,"Parasitic Jaegers Migration","PAJA migration","Link the breeding success of tundra dwelling parasitic jaegers to their migration strategies","Tracking the migration of arctic breeding parasitic jaeger"
287,2019-08-19,"NCC Shorebird Monitoring Project Western Manitoba","NCC SB Mon","To track shorebird migration movements through the Oak Lake, Plum Lakes and Whitewater Lake.","To track shorebird migration movements through the Oak Lake, Plum Lakes and Whitewater Lake."
288,2019-08-21,"Fall migration of American Pipit and Horned Lark","AMPI-HOLA","","Fall migration routes of American Pipits and Horned Lark captured at the Observatoire d'Oiseaux de Tadoussac"
289,2019-08-21,"Upper Mississippi Valley migration ","Upper Miss Migration","This project provides infrastructure for radio telemetry coverage of the Upper Mississippi river valley (from source to Cairo the the confluence of the Mississippi and Ohio Rivers). The Mississippi River valley is thought to funnel and concentrate migrants, especially in the upper reaches, but little telemetry coverage currently exists. This project expands coverage in the area to test this assumption of migrant concentration. Currently this project is focused on the early migration movements of Golden-winged warblers, but other species are anticipated for future investigation as well. ","Array of 6+ towers to investigate migration and movement of golden winged warblers and other species in the Upper Mississippi River Valley. "
290,2019-08-29,"Tennessee Regional Motus Collaborative Project","TN Motus Project","The Nature Conservancy is engaging a collaboration of partners to establish a network of Motus-based VHF receiver stations and strategic transmitter deployments to better understand aerial wildlife movements within and through Tennessee and surrounding states.  The focus is on constructing a network of permanent receiver stations designed to provide new insights regarding critical habitats, migratory corridors, and seasonal landscape use by aerial wildlife in and around Tennessee.  ","The Nature Conservancy is initiating a Motus-based project to better understand aerial wildlife, and critical habitat, in and around Tennessee."
291,2019-08-29,"UK-BirdObs","UK-BirdObs","Project Yellow-browed.  UK Bird Observatories Motus deployment for various migration studies.","Project Yellow-browed.  UK Bird Observatories Motus deployment for various migration studies."
292,2019-09-03,"Bernheim Birds","Bernheim Birds","Bernheim Arboretum and Research Forest installed three Cellular Tracking Technologies (CTT) SensorStations, 25 CTT Nodes, and deployed 11 of 25 CTT LifeTagsTM on four species of birds, making Bernheim the first in Kentucky to join the global MOTUS Wildlife Tracking System. Partnering with Cellular Tracking Technologies and the Office of Kentucky Nature Preserves, this new infrastructure provides cutting edge capabilities for wildlife tracking, environmental education, and bird research, and further establishes Bernheim as a regional leader in wildlife conservation technology. ","Bernheim is tracking birds throughout the 16,137 acre arboretum and research forest to better understand habitat usage, migration, and site fidelity."
293,2019-11-05,"Cellular Tracking Technologies","CTT","Stations managed by CTT.","Stations managed by CTT."
294,2019-11-12,"Shorebird monitoring in central NSW estuaries","NSW","This project aims to quantify movements of shorebirds within and between central New South Wales east coast estuaries with a focus on eastern curlew, but it is anticipated that other species will be gradually included","This project aims to quantify movements of shorebirds within and between central New South Wales east coast estuaries with a focus on eastern curlew"
295,2019-12-05,"KSFO Raptor Relocation Network","SFO RRN","SFO has partnered with United Airlines and Audubon International to implement a raptor trapping and translocation project in an attempt to reduce the number of bird strikes that occur at the airport.  Barn owls are the species most frequently struck by airplanes at SFO and red-tailed hawks are most frequently involved in strikes that cause damage.  The purpose of this project is to attempt to capture and move individuals of these species to reduce the incidence of strikes.  In turn, reduction of strike frequency will simultaneously represent a reduction in raptor mortality.  Audubon International's Raptor Relocation Network includes golf courses vetted for ecological practices that support raptors and their prey.  These will serve as the relocation sites for birds captured at SFO.  Birds will be banded and as many as possible will be fitted with radio trackers for use on the Motus network.  Motus tracking data will allow us to understand the movement of birds following translocation, whether birds return to the airport, how quickly they return to the airport, and what factors affect the likelihood that a translocated bird will return to the airport.  This project is implemented under an FAA-approved Wildlife Hazard Management Plan and with all required permits from USFWS and CDFW.","SFO will trap and translocate raptors and us Motus data to evaluate the program's efficacy for reducing collisions of birds and airplanes."
296,2019-12-06,"Helgoland Spring 2017","Hel spr 17","","departure decisions of migratory songbirds with different migration strategies"
297,2019-12-06,"Helgoland Autumn 2017","Hel aut 17","","departure decisions of migratory songbirds with different migration strategies"
298,2019-12-06,"Helgoland Spring 2018","Hel spr 18","","departure decisions of migratory songbirds with different migration strategies"
299,2019-12-06,"Helgoland Autumn 2018","Hel aut 18","","departure decisions of migratory songbirds with different migration strategies"
300,2019-12-06,"Helgoland autumn 2019","Hel aut 19","",""
301,2019-12-16,"Cayuga Bird Club ","CBC Lansing","Motus receiver for detection of radio-tagged birds by other researchers including Lake Plains project #152.","Motus receiver at Myers Park, Lansing NY. To facilitate research in NY Plains region."
302,2020-01-02,"Lion Country Safari ","LCS","","Station located at Lion Country Safari to increase motus network coverage. "
303,2020-01-08,"Mississippi Alluvial Valley Receiver Station","MAV Receiver ","Motus receiver station at the Four Winds Wildlife Refuge (private) near Belzoni, MS.  On 30ft tower with two 166.380 MHz 9 element yagis and two 434 MHz 15 element yagis (Dual-mode array).  All antennas are on a east-west heading.","Motus receiver station located at the Four Winds Wildlife Refuge (Private)."
305,2020-01-25,"Brazil-PUMA-2020","BrazilPUMA20","","Study of the duration of stay of purple martin at roosting sites in Brazil before spring migration and spring departure date"
306,2020-02-06,"BC Winter Birds","BCwinter","Tracking the survival of resident birds during the winter around Metro Vancouver","Tracking the survival of resident birds during the winter around Metro Vancouver"
307,2020-02-11,"UK Bats","UK-Bats","Umbrella project for bat related studies in the UK.","Umbrella project for bat related studies in the UK."
308,2020-02-12,"Effects of high lead on AMRO movement and behavior","PbAMRO","From data collected in 2018-2019, we determined that American robins (Turdus migratorius)in irrigated sites of Flint, Michigan have elevated blood lead values, with recently-fledged juveniles showing particularly high exposures at levels that are known to impact neural mechanisms in many species (unpublished data). Learning is presumably quite important in juvenile birds - including the learning of migratory routes. We will track juvenile American robins with high lead levels from Flint, Michigan to determine how lead might impact migratory timing, migratory routes, return rates, settlement behavior and, if possible, to determine first-year reproductive success the following breeding season. 
We will capture American robins during their breeding season (late April-early August), at two watered/exposed sites in Flint Michigan (University of Michigan Flint and Mott Community College), and one watered/unexposed site in Ypsilanti Michigan (Eastern Michigan University). We plan to apply backpack radio tags to a total of 8 juvenile robins in Flint and 8 in Ypsilanti, during the summer of 2020. 
","Migratory movements and behavior following high lead levels during the juvenile stage in American robins (Turdus migratorius)"
309,2020-02-12,"Linking Least Tern wintering and breeding sites","Least Tern wintering","Conservation of Least Terns in the U.S. receives considerable attention – from May through August.

During the remaining 8 months, however, we know very little about the distribution and ecology of the species.  In fact, because most fledglings do not return to breeding colonies until 2 or 3 years of age, the whereabouts of a 15-year-old nesting Least Tern would be completely unknown for about 70% of its life. Also unknown is information about any possible threats the species might face away from the nesting areas.

This proposal will make use of the MOTUS Wildlife Tracking System. NanoTags will be attached ""to the interscapular region using cyanoacrylate adhesive and held in place with subcutaneous sutures"" (https://doi.org/10.5751/ACE-01086-120220). This project will reverse the normal approach used by most studies of bird movements between North and South America, in which individuals are marked on the North American breeding grounds and then hopefully tracked via data recorded during their migration to and from unknown wintering destinations. Instead, we will capture non-breeding birds using mist nets at one or two wintering sites along the northern and eastern coast of Brazil (Ceara, Rio Grande do Norte, Bahia), and then detect the northward movement of these birds as they pass near the extensive network of MOTUS receiving towers en route to breeding colonies in the U.S. Birds captured in Brazil during the winter months likely breed along the eastern seaboard of the U.S., although some may also return to breeding sites in northern South America, the Caribbean, or the Mississippi River drainage.

Mist-netting operations in Brazil will be conducted in cooperation with Dr. Pedro Lima, a Brazilian veterinarian who holds blanket permits for capturing wild birds throughout the country (Cetrel S/A Empressa De Protecas Ambiental Do Polo Petrocemico De Camacari, Interligacao Estrada Do Coco Km 9, CEP 42810, 000, Camacari, Bahia, Brazil). This approach will (a) eliminate the need to trap birds on nests, (b) enable the use of very small transmitters that fall well under the 3% weight limit for auxiliary markers, and (c) allow the field component of the work to be accomplished by a small team of researchers over an approximately 1 month period (December-January 2021).
","Least Terns will be marked with nanotags in January 2021 in coastal Brazil, and hopefully detected as they migrate north. "
310,2020-02-20,"Purple Martin University of Delaware","PUMA UDel","Our goal is to link the movement ecology of individual Purple Martins, Progne subis, in the mid-Atlantic region with their breeding productivity, foraging habitat use, survival, migration phenology, and nonbreeding locations. We will also identify the locations and monitor the phenology of autumn Purple Martin roosts in the mid-Atlantic region. 

PROJECT OBJECTIVES: 

1)	Link individual purple martin movements and use of aerial habitats during pre-breeding and breeding season with breeding productivity and survival.
2)	Measure the timing, location, and use of pre-migratory roosts by individual purple martins. 
3)	Measure pre-migratory roost dynamics of purple martins in aggregate using weather surveillance radar.
4)	Measure migration routes, non-breeding locations, and survival of individual purple martins outside of the Mid-Atlantic region.
","Investigating Purple Martin Movements and Autumn Roosting Activity in the Mid-Atlantic"
311,2020-02-21,"Bat migration over the German North and Baltic Sea","Batmobil","The Motus study is part of the project ""Batmobil"" funded by the Federal Agency for Nature Conservation Germany (BfN) with funds of the Federal Ministry for the Environment, Nature Conservation and Nuclear Safety (FKZ 3519 86 1300).
The aim of the project ""Batmobil"" is to identify the concrete factors that increase the collision risk for bats at offshore wind turbines. These shall serve as the basis to infer mitigation measures.
Therefore
- an acoustic survey on the existence of agglomeration areas shall be conducted,
- individual flight routes shall be investigated by means of telemetry,
- the behaviour during the flight and at vertical structures shall be observed.
The following questions shall be answered:
- Do agglomerations, focal areas or flight corridors exist? Areas with higher occurrence probabilities are areas with increased conflict potential.
- How do bats behave during over-sea migration? Which flight routes and heights do they use? Specific flight routes may complete the knowledge on agglomerations. If bats fly in the  altitude  of offshore wind turbines may influence the collision risk significantly.
- How do over-sea migrating bats behave at vertical structures like offshore wind turbines? Do they change their flight height? Do they show exploration behaviour? Behaviour patterns like the existence of exploration behaviour at offshore wind turbines may increase the collision risk significantly.
The results shall serve as a basis for the inference of spatial plan and technical mitigation measures. Further standard methods for the investigation of bats in specific offshore wind farm projects shall be developed. These may be implemented in the approval procedures of authorities in Germany. ","Investigation of flightroutes of bats crossing the German North and Baltic Sea."
312,2020-02-25,"Isla Masocarit ","Isla Masocarit ","MOTUS tower on a protected island for research projects by Navopatia Field Station in southern Sonora Mexico","MOTUS tower on Isla Masocarit for Navopatia Field Station Projects "
313,2020-02-26,"Tulsa Zoo Motus ","Tulsa Zoo","Migratory bird tag tracking and listening station from the Tulsa Zoo using the CTT SensorStation™ Version 2.0 for both VHF and UHF radio tags","Migratory bird tag tracking from the Tulsa Zoo"
314,2020-02-27,"Stephanie's Marsh Birds","StephMB","Tracking Breeding and Migrating Marsh Birds","Tracking Breeding and Migrating Marsh Birds"
315,2020-03-09,"Forillon National Park","Forillon NP","Antenna deployed in Forillon National Park (QC)","Antenna deployed in Forillon National Park (QC)"
316,2020-03-09,"Duke Farms","DUBA","Motus station monitoring frequencies 166.380MHz (Lotek) and 434MHz (CTT).","Duke farms banding station"
317,2020-03-11,"Belle Isle Nature Center","BINCMO","","Belle Isle Nature Center MOTUS tower data collection."
318,2020-03-12,"Helgoland spring 2020","Helgospri2020","",""
319,2020-03-13,"Carpenter Main Campus Tower","CNC Main","This is the central and first effort for CNC to get a MOTUS tower up and running on their main campus located on the St. Croix river in Hastings, MN. This installation will be a tower with 1 receiver with 3 antenna segments. Unit is mounted on the chimney of the admin building.","Main tower for CNC MN campus."
321,2020-03-22,"Bird rhythms","rhythms","This is the start of hopefully further stations in the Netherlands northern provinces.","Project to characterize chronotypes of birds during the breeding season, and to record migratory birds and bats at other times of year."
322,2020-03-23,"TestTags","TestTags","A project to hold designated Test Tags. ","A project to hold designated Test Tags. "
323,2020-03-28,"TRACKBIRD - Songbird spring migration 2020","TRACKBIRD_Spring2020","Songbird migration at the German Bight in spring 2020","Songbirds tagged at the coast of Niedersachsen (Germany) during spring 2020."
324,2020-04-18,"Ellis Bird Farm Receiver Station 1a","EBF Station1a","A comprehensive MOTUS/CTT networked receiver station at the Ellis Bird Farm bird sanctuary in central Alberta, Canada. The station uses tested and calibrated, high performance yagi antennas, filters, amplifiers and receivers, atop a high structure, situated in open agricultural habitat in order to collect data from MOTUS and CTT tags over a large area. This is the first of a network of several receiver stations being implemented in the area around Ellis Bird Farm.","A comprehensive MOTUS/CTT networked receiver station at the Ellis Bird Farm bird sanctuary in central Alberta, Canada."
325,2020-04-22,"Zoo New England Audubon","ZNEA","A receiver set up at one of the highest points in the Boston, metropolitan area.","CTT sensor for migrating wildlife"
326,2020-05-15,"REVI - Timing of migration PA","REVI-PA","Nanotags are being deployed in NW Pennsylvania on a population of Red-eyed Vireo males that have been monitored for many years.  We hope to link individual traits, including minimum age, to timing of migration ","Nanotags will be used to determine onset of fall migration and hopefully arrival back the next spring"
327,2020-05-27,"Alderville Black Oak Savanna","ABOS","Tagged birds found at ABOS by Motus Tower","Tagged birds found at ABOS by Motus Tower"
328,2020-06-15,"PUMA-Manitoba-2020","PUMA20","","Tagging and tracking of Purple Martins in Manitoba for the light pollution experiment.
"
329,2020-06-15,"Zwin Natuur Park","Zwin","","The Zwin Nature Parc is a Nature reserve on the east coast of Belgium in Flanders."
330,2020-06-23,"Lotek ","Lotek","Lotek project used for project, tag, and receiver data management purposes. ","Lotek project used for project, tag, and receiver data management purposes. "
331,2020-06-23,"My Motus Test","CTTmotusTest","This is a test project so I can familiarize myself with the Motus system","This is a test project so I can familiarize myself with the Motus system"
332,2020-07-01,"AMKE research MN","AMKE MN","Use of motus tracking system to learn more about annual life cycle of the American Kestrel adults (migration and wintering habitat needs) and first year birds (fledgling success rate and survivability into the breeding population). Main goal of the project is to fill existing information gaps regarding the potential causes behind American Kestrel population declines observed with BBS data","Use of motus tracking system to learn more about annual life cycle of the American Kestrel adults and First year birds "
333,2020-07-02,"Pueblo Chemical Depot","PCD","","Wildlife movement in high desert"
334,2020-07-06,"Poplar Island Restoration Site - Common Terns","Poplar Terns","Common terns are considered endangered within the state of Maryland (Maryland Wildlife and Heritage Service, 2016) ), and receive protections within several other states throughout the Northeast United States, due in large part to a dramatic loss in breeding habitat. The largest, and only consistently active, common tern breeding colony remaining in the Maryland portion of the Chesapeake Bay is located on Poplar Island, a large scale environmental restoration site. Due to its importance and the myriad challenges presented by the continuously changing habitat on this active restoration site, the Poplar Island colony has been intensively researched through a collaboration between USGS and USFWS staff since 2013 (ACUC 2013-05). These efforts have consisted of nest searches 2-3 times per week, during which (1) all identified nests are marked and their status recorded, and (2) all located chicks are banded with both a stainless steel BBL band and a Plastic Field Readable band. In the following weeks extensive efforts are made to resight or recapture banded chicks in order to estimate survival. While these efforts have provided considerable insight into the viability of this locally important colony as well as the factors that drive reproductive success and recruitment in common tern populations, best management of this state endangered species still requires further investigation of several issues and questions at this site. 

One area of particular interest to researchers and managers alike is understanding how common terns use the broader Chesapeake Bay outside of Poplar Island. Specifically, there is interest in better understanding how much of the day birds spend at the colony and where they forage/loaf when they leave the island. Collecting such data would help identify important foraging and loafing areas and potentially allow for appropriate protections to be put in place in other areas. At a broader scale, state biologists are interested in receiving information regarding the annual migration of this species. Fortunately, a Motus automated telemetry tower with receiving capabilities for both the traditional Motus network and the newer 434 mHz frequency bandwidth was installed on Poplar Island in fall of 2019. This tower, along with the network of others along the east coast provides an excellent opportunity to study both localized and migratory movements (Taylor et al. 2017). While this approach does not provide fine scale spatial data, it does provide valuable information regarding time budgets at a low cost. Additionally, the recent release of CTT LifeTags, Motus Nanotags, and light weight GPS loggers allows for precise spatial information, far beyond that available from the use of the Motus network, to be captured via light weight transmitters.

The capture of terns required for our ongoing work and the new deployment of transmitters provides the opportunity to collect additional data without further disturbing the colony. Specifically,  the high degree of interspecies contact paired with (1) the previous involvement of common terns in avian influenza outbreaks (Becker 1966) and (2) the reemergence of questions regarding the role of waterbirds in avian influenz a ecology (Bahnson et al. 2020) has led to concern about potential disease risk both on Poplar Island and within the region at large. These concerns were further escalated following an outbreak of botulism at this site in the summer of 2019 (pers. comm. Peter McGowan, USFWS). Fortunately, these questions can be explored by collecting cloacal swabs from captured individuals. Additionally, there is currently no microbiome data recorded for common terns despite the relative ease of collecting such data once birds are already in-hand. This would be an ideal opportunity to investigate bacterial and viral presence with our ongoing work, along with comparing new born chicks to their parents.

Objectives: In FY20 we will capture a combination of juvenile and adult common terns on Poplar Island, collect avian influenza and microbiome samples and affix nanotags or GPS loggers. In FY21-24 we aim to continue collecting avian influenza and microbiome samples during our ongoing efforts of banding terns approved in ACUC 2013-05. We aim to conduct data analysis throughout the project period, updating each year with new data that is attained.

Methods: 

Capture
We will seek to capture adult common terns via the use of bownet and treadle traps as is standard for this species (Loring et al. 2018, Wiseman 2018), with trapping taking place after a full clutch is laid to minimize the risk of nest abandonment (Nisbet 1981). In order to ensure the safety of the eggs during trap efforts we will remove eggs from the nest and place them in an incubator. We will place decoy eggs in the nest while the trap is in place, returning the real eggs only once the trap has been removed (standard procedures, pers. comm. Dave Brinker, MDNR). We will capture chicks by hand in the same manner as used for our ongoing work with this species. We aim to capture 100 adult common terns and all chicks (estimate 400+, as currently takes place under ACUC 2013-05). We will also continue our regular capture of all least tern chicks as part of ongoing work.

Animal Handling
Birds will be processed soon after capture in a shaded area removed from the colony to limit additional disturbance to other nests. All individuals will be weighed, marked with a BBL stainless steel band and a Plastic Field Readable band, have various morphometric measurements taken, and be photographed (these are ongoing efforts previously approved through ACUC 2013-05). To gather as much data as possible while birds are in-hand we will also collect a cheek swab to allow for sexing of the individual, followed by the collection of two cloacal swabs. The first cloacal swab will be tested for avian influenza while the second will be processed to determine microbiome. Additionally, depending upon availability, fecal samples may be collected opportunistically for microbiome analysis. While we will be collecting the samples at this time they will likely be stored until funds can be obtained to proceed with a larger cooperative study to examine avian influenza and microbiome in terns and perhaps broader waterbird populations. The collection of this data presents an opportunity to collect additional data from birds which are already being captured for the pre-existing research on Poplar Island, and reduce separate disturbance events to the population. Standard operating procedures will be followed for avian influenza (FAO 2007 and Prosser ACUC 2014-02), genetic sexing and microbiome sampling (Brubaker 2011, Karouna and Drovetski Microbiome protocol, and follows sampling protocol for avian influenza as in Prosser ACUC 2014-02).

Finally, a subset of the captured individuals (common terns only) will be fit with nanotags or GPS loggers, with the others serving as a control which will allow us to identify if any reductions in reproductive success are the result of handling or tagging. We intend to mark up to 50 adult and 50 juvenile common terns with the smaller vhf tags: Lotek solar nanotags  and Cellular Tracking Technologies (CTT) Solar LifeTags. Only adult common terns would be marked with  Pathtack GPS Loggers (up to 10 adults). Marking of juveniles will target 14 days of age or older so they are closer to their fledging mass. If all units are not deployed in year one, we will plan to deploy the remaining in the following years. We are currently conducting extensive research to determine the safest and most effective attachment methods and materials for applying these tags on the terns (Berlin ACUC 2012-07). While all data have not yet been analyzed, both expert opinion and our own results suggest that leg loop harnesses are the most appropriate path forward. However, we will adjust this approach if any concerns arise. The total package weight (tag plus harness) for our transmitters varies by type (CTT = ~1.5g , Lotek and PathTrack = ~2g), but will be less than the recommended 3% of the tagged birds body mass. It should be noted that birds captured and swabbed, but not fit with tracking units, will serve as controls to differentiate any effect of handling versus tagging.
","Common Tern Nanotag and Lifetag Marking on Poplar Island, Chesapeake Bay, Maryland."
335,2020-07-17,"TRACKBIRD - Autumn songbird migration 2020","Autumn 2020","","Songbirds tagged at the coast of Schleswig-Holstein (Germany) during autumn 2020."
336,2020-07-31,"CWS-Pacific Shorebird Stations","CWS-PacificStations","Array of towers maintained by Canadian Wildlife Service - Pacific to support ongoing tracking of shorebirds on the Pacific Coast.
","Array of towers maintained by Canadian Wildlife Service - Pacific to support ongoing tracking of shorebirds on the Pacific Coast.
"
337,2020-08-06,"USFWS MB R9 Shorebird Project","USFWS R9 Shorebirds ","The USFWS Migratory Bird Program (Region 9), along with USFWS coastal Refuge program, are collaborating to track migratory shorebirds during spring and fall migration using Motus stations at multiple sites. This project is part of the Motus Initiative (PIF) to expand the use of automated telemetry technology to meet pressing information needs for western birds conservation actions within the next decade.","Tracking migratory shorebirds along the Oregon and Washington coast."
338,2020-08-14,"Yellow-browed Warbler migration","YBW","",""
339,2020-08-14,"Helgoland autumn 2020","Helgo.aut.2020.orien","",""
340,2020-08-14,"Helgoland autumn 2021","Helgo.aut.2021","",""
341,2020-08-18,"Delaware Clapper Rail Research ","DE_CLRA","Clapper Rail are a secretive salt marsh species found along the Atlantic coast. By placing nanotags on hatch year Clapper Rail before they disperse we hope to learn about dispersal patterns. ","Tracking hatch year Clapper Rail dispersal from individuals tagged in Delaware saltmarsh."
342,2020-08-24,"Duke Farms Kestrels 2020","DF kestrels 2020","Tracking orphaned kestrels released at Duke Farms from TRT","kestrels at Duke Farms"
343,2020-08-26,"Town of Kiawah Island ","Kiawah","",""
344,2020-08-29,"Motus station and winter sparrows at Seven Islands","Seven Islands","Motus station setup at Seven Islands State Birding Park.  Study the arrival, departure and habitat use of wintering sparrows in our 400 acre managed grassland.  Involve the public in bird migration utilizing the motus network.  Fill in a gap in the motus network on the western side of the Appalachian mountains.","Motus station setup at Seven Islands State Birding Park.  Study the arrival, departure and habitat use of wintering sparrows in our managed grassland."
345,2020-09-07,"Scott Hoyland 1a","SH1a","A personal endeavour. A folded dipole 3m off the ground, high pass filter, and a wide band RF amplifier into a $10 USB software defined radio module, hosted by a Raspberry Pi 3B running Sensorgnome and dressed up for the occasion with a GPS hat. Located in the suburbs of Calgary, Alberta","A personal endeavour."
346,2020-09-09,"Collaborative Central America Array","Central America","A collaborative effort expanding Motus receiver locations throughout Central America in support of all projects.","Central America array managed by Paso Pacifico and Southern Sierra Research Station."
347,2020-09-24,"Arizona Game and Fish Department","AZGFD","a project focused on deploying a network of receivers across Arizona and working with collaborators to answer local questions","a project focused on deploying a network of receivers across Arizona and working with collaborators to answer local questions"
